"","workclass","marital_status","occupation","relationship","race","sex","native_country","income","age","education_num","hours_per_week","capital"
"310","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",38,9,45,3137
"311","Private","Married","Sales","Husband","White","Male","USA",">50K",39,9,50,15024
"312","Private","Married","Prof-specialty","Husband","White","Male","USA","<=50K",49,13,45,5013
"313","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA","<=50K",62,9,40,10566
"314","Private","Divorced","Handlers-cleaners","Not-in-family","White","Male","USA","<=50K",36,5,56,4650
"315","Private","Never-married","Machine-op-inspct","Not-in-family","White","Male","Other","<=50K",29,9,40,3325
"316","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","Other","<=50K",44,9,60,5013
"317","Self-emp-inc","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",50,15,50,7688
"318","Private","Divorced","Prof-specialty","Unmarried","White","Female","Other","<=50K",33,13,40,914
"319","Private","Married","Sales","Husband","White","Male","USA","<=50K",39,9,38,4064
"320","Local-gov","Never-married","Adm-clerical","Not-in-family","White","Female","USA","<=50K",33,13,40,1055
"321","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",34,10,40,5178
"322","Private","Never-married","Sales","Not-in-family","White","Male","USA","<=50K",29,13,48,6849
"323","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",39,15,60,15024
"324","State-gov","Divorced","Prof-specialty","Unmarried","White","Female","USA","<=50K",46,10,50,1506
"325","Self-emp-inc","Never-married","Sales","Not-in-family","White","Male","USA","<=50K",47,13,60,3325
"326","Private","Married","Craft-repair","Own-child","White","Male","USA","<=50K",37,9,40,3137
"327","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",35,9,40,2885
"328","Private","Separated","Exec-managerial","Not-in-family","White","Male","USA",">50K",55,13,45,14084
"329","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",26,10,40,2829
"330","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA","<=50K",75,16,3,4931
"331","Self-emp-not-inc","Married","Transport-moving","Husband","White","Male","USA",">50K",27,12,70,7688
"332","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",32,9,55,3103
"333","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",32,13,50,15024
"334","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA",">50K",35,13,50,27828
"335","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",34,15,40,15024
"336","Local-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",33,14,50,7688
"337","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",51,9,60,7298
"338","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",53,14,65,15024
"339","Federal-gov","Married","Prof-specialty","Husband","White","Male","Other",">50K",53,16,60,15024
"340","Private","Never-married","Prof-specialty","Not-in-family","White","Female","USA",">50K",22,13,40,8614
"341","Private","Married","Machine-op-inspct","Husband","White","Male","Other","<=50K",27,9,46,5013
"342","Self-emp-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",32,9,40,99999
"343","Local-gov","Married","Exec-managerial","Wife","White","Female","USA",">50K",48,10,40,5178
"344","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",52,10,50,15024
"345","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",53,9,40,99999
"346","Private","Divorced","Exec-managerial","Unmarried","White","Female","USA",">50K",37,13,45,7430
"347","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",37,13,50,15024
"348","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",41,10,70,5013
"349","Self-emp-not-inc","Never-married","Machine-op-inspct","Own-child","White","Male","USA",">50K",35,9,40,8614
"350","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",41,11,44,7688
"351","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",53,14,55,15024
"352","Self-emp-not-inc","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",38,10,40,7688
"353","Private","Married","Handlers-cleaners","Husband","White","Male","USA",">50K",41,7,40,7688
"354","Private","Never-married","Protective-serv","Own-child","White","Male","USA","<=50K",18,9,3,34095
"355","Private","Married","Prof-specialty","Wife","Black","Female","USA",">50K",37,13,40,15024
"356","Private","Divorced","Transport-moving","Unmarried","White","Male","USA","<=50K",57,3,40,6497
"357","Private","Married","Sales","Husband","White","Male","USA","<=50K",26,13,50,4064
"358","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,11,50,15024
"359","Self-emp-inc","Married","Machine-op-inspct","Husband","White","Male","Other",">50K",46,13,40,7298
"360","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",48,10,40,7688
"361","Private","Divorced","Adm-clerical","Not-in-family","White","Female","USA","<=50K",36,13,40,3674
"362","Private","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",47,15,55,99999
"363","Private","Married","Tech-support","Husband","Black","Male","USA","<=50K",41,10,40,3137
"364","Local-gov","Never-married","Prof-specialty","Not-in-family","Black","Male","Other",">50K",30,13,45,14084
"365","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",58,9,60,15024
"366","Private","Married","Adm-clerical","Husband","Black","Male","USA",">50K",45,5,40,5178
"367","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",30,9,40,5013
"368","Local-gov","Married","Prof-specialty","Wife","Black","Female","Other",">50K",37,12,40,99999
"369","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",38,10,50,7298
"370","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",33,10,50,7298
"371","Private","Never-married","Sales","Not-in-family","White","Female","USA","<=50K",25,13,50,6849
"372","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",39,13,50,15024
"373","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",46,10,45,15024
"374","Federal-gov","Married","Protective-serv","Husband","White","Male","USA","<=50K",45,11,40,3908
"375","State-gov","Never-married","Other-service","Unmarried","Black","Female","USA","<=50K",38,9,38,114
"376","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",31,10,65,2407
"377","Self-emp-not-inc","Married","Sales","Husband","Asian-Pac-Islander","Male","Other","<=50K",37,13,77,3137
"378","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",25,9,84,7298
"379","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA","<=50K",36,8,50,4650
"380","Private","Never-married","Sales","Not-in-family","White","Male","USA",">50K",28,13,40,8614
"381","Private","Never-married","Craft-repair","Unmarried","White","Male","USA",">50K",31,9,40,14344
"382","Local-gov","Divorced","Other-service","Other-relative","White","Female","Other",">50K",66,10,40,7896
"383","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",49,14,50,15024
"384","Private","Divorced","Transport-moving","Not-in-family","White","Male","USA",">50K",36,9,45,8614
"385","Local-gov","Divorced","Sales","Unmarried","White","Male","Other",">50K",42,7,50,7430
"386","Private","Divorced","Adm-clerical","Unmarried","White","Female","USA","<=50K",56,12,40,4101
"387","Federal-gov","Divorced","Adm-clerical","Other-relative","Black","Female","USA","<=50K",68,10,40,2346
"388","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",35,9,90,5178
"389","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",29,6,40,5013
"390","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",37,15,50,99999
"391","Private","Widowed","Prof-specialty","Not-in-family","White","Female","USA",">50K",45,13,50,10520
"392","Local-gov","Widowed","Prof-specialty","Unmarried","White","Female","USA","<=50K",55,14,50,914
"393","Private","Never-married","Adm-clerical","Own-child","White","Female","USA","<=50K",23,13,40,2174
"394","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",35,9,40,7298
"395","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",26,10,50,2407
"396","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",25,9,40,2407
"397","Private","Married","Sales","Husband","White","Male","USA",">50K",46,10,40,15024
"398","Private","Divorced","Sales","Not-in-family","White","Male","USA",">50K",45,13,48,8614
"399","Self-emp-inc","Divorced","Prof-specialty","Not-in-family","White","Male","USA",">50K",47,15,50,27828
"400","Private","Married","Exec-managerial","Wife","White","Female","USA","<=50K",26,9,40,5013
"401","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",63,13,40,10605
"402","Private","Married","Sales","Husband","White","Male","USA",">50K",52,9,50,7298
"403","Private","Never-married","Craft-repair","Own-child","White","Male","USA","<=50K",21,9,40,594
"404","Self-emp-not-inc","Married","Sales","Wife","White","Female","USA",">50K",36,9,40,7688
"405","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",25,9,40,7298
"406","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",39,15,65,99999
"407","Private","Married","Farming-fishing","Husband","White","Male","USA","<=50K",37,4,60,2580
"408","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",50,9,40,3103
"409","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA","<=50K",28,10,55,2174
"410","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",42,9,48,4386
"411","Self-emp-not-inc","Divorced","Farming-fishing","Unmarried","White","Female","USA",">50K",54,10,30,10520
"412","Federal-gov","Married","Adm-clerical","Husband","White","Male","USA",">50K",41,9,40,5178
"413","Local-gov","Married","Handlers-cleaners","Husband","White","Male","USA",">50K",49,10,40,7298
"414","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",41,9,40,7688
"415","Private","Divorced","Prof-specialty","Unmarried","White","Female","Other","<=50K",36,13,45,1506
"416","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",38,16,36,99999
"417","Private","Married","Adm-clerical","Wife","Black","Female","USA","<=50K",51,9,38,3411
"418","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",32,13,45,15024
"419","Private","Married","Sales","Husband","White","Male","USA","<=50K",63,9,40,4064
"420","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",30,9,40,5013
"421","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",28,9,40,2580
"422","Local-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",90,14,60,20051
"423","Private","Divorced","Tech-support","Unmarried","White","Male","Other",">50K",35,13,40,7430
"424","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",50,13,60,15024
"425","Private","Divorced","Sales","Not-in-family","White","Female","USA",">50K",53,13,43,13550
"426","Private","Divorced","Prof-specialty","Not-in-family","White","Female","USA","<=50K",44,15,99,2354
"427","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",45,10,40,7688
"428","Private","Married","Sales","Husband","White","Male","USA",">50K",39,13,55,7298
"429","Private","Divorced","Exec-managerial","Not-in-family","Amer-Indian-Eskimo","Female","USA","<=50K",47,9,45,3325
"430","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",44,15,65,99999
"431","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",41,13,50,7688
"432","Private","Married","Tech-support","Husband","White","Male","USA",">50K",61,10,18,15024
"433","Private","Never-married","Sales","Not-in-family","White","Male","USA","<=50K",25,9,42,4416
"434","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",33,13,75,15024
"435","Private","Never-married","Adm-clerical","Unmarried","Black","Female","USA","<=50K",40,13,40,2977
"436","State-gov","Divorced","Prof-specialty","Not-in-family","White","Female","USA",">50K",42,16,60,8614
"437","State-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",34,14,38,7688
"438","Private","Married","Sales","Husband","White","Male","USA",">50K",43,10,40,7298
"439","Private","Married","Craft-repair","Husband","Black","Male","USA",">50K",47,10,40,7688
"440","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",42,10,45,7298
"441","Self-emp-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",57,15,60,99999
"442","Private","Never-married","Craft-repair","Other-relative","White","Male","USA","<=50K",26,9,40,2597
"443","Private","Never-married","Craft-repair","Own-child","White","Male","USA","<=50K",36,10,60,2174
"444","Private","Never-married","Craft-repair","Not-in-family","White","Female","USA",">50K",62,10,39,8614
"445","Private","Married","Sales","Husband","White","Male","USA",">50K",53,14,60,7298
"446","Local-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",31,10,56,15024
"447","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",56,9,45,2885
"448","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",39,15,50,15024
"449","Private","Divorced","Transport-moving","Not-in-family","White","Male","USA",">50K",45,14,48,14344
"450","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",56,13,40,7688
"451","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",60,5,37,2228
"452","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",50,11,55,3103
"453","Local-gov","Married","Transport-moving","Wife","White","Female","USA","<=50K",32,9,22,4064
"454","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",45,9,55,15024
